"S.N.","Project Code","Partner Institution","Partner Code","Name of the Project","State","State Code","Project District","District Code","New Local Unit","Local Unit code","Branch","BLB","Extension Counter","Tablet","Other Major Products (Local units coverage)","Beneficiaries","S-CF Funds","Allocated Funds to Local Units","Allocated Beneficiaries at Local Units","Female Pct","Total Beneficiaries","Female Beneficiaries","Status","Start date","End Date","Project Year"
10,"0-0-014/15","Mega Bank Ltd",21,"Complete Banking Solution to Rural Populace through Branches, BLB and Alternative Channels","Karnali",6,"Salyan",53,"Sharada",579,1,0,0,0,0,0,0,4449716.67741936,988.387096774193,48,988,474,"Completed","2015-02-25","2018-02-24","Completed"
10,"0-0-014/15","Mega Bank Ltd",21,"Complete Banking Solution to Rural Populace through Branches, BLB and Alternative Channels","Sudurpaschim",7,"Darchula",75,"Mahakali",760,1,0,0,0,0,0,0,4449716.67741936,988.387096774193,48,988,474,"Completed","2015-02-25","2018-02-24","Completed"
11,"1-1-035","Nirdhan Utthan Bank Limited",32,"Access to Finance in Remote Hill & Mountain Areas and Adoption of New Technologies for Financial Inclusion","Sudurpaschim",7,"Bajhang",67,"Jayaprithvi",686,1,0,0,4,0,4699,18678064.6,3735612.92,939.8,98,940,921,"Completed","2015-07-13","2018-07-12","Completed"
11,"1-1-035","Nirdhan Utthan Bank Limited",32,"Access to Finance in Remote Hill & Mountain Areas and Adoption of New Technologies for Financial Inclusion","Sudurpaschim",7,"Darchula",75,"Sailyasikhar",764,1,0,0,4,0,0,0,3735612.92,939.8,98,940,921,"Completed","2015-07-13","2018-07-12","Completed"
11,"1-1-035","Nirdhan Utthan Bank Limited",32,"Access to Finance in Remote Hill & Mountain Areas and Adoption of New Technologies for Financial Inclusion","Sudurpaschim",7,"Achham",69,"Sanfebagar",703,1,0,0,4,0,0,0,3735612.92,939.8,98,940,921,"Completed","2015-07-13","2018-07-12","Completed"
11,"1-1-035","Nirdhan Utthan Bank Limited",32,"Access to Finance in Remote Hill & Mountain Areas and Adoption of New Technologies for Financial Inclusion","Karnali",6,"Mugu",65,"Chhyanath",661,1,0,0,4,0,0,0,3735612.92,939.8,98,940,921,"Completed","2015-07-13","2018-07-12","Completed"
11,"1-1-035","Nirdhan Utthan Bank Limited",32,"Access to Finance in Remote Hill & Mountain Areas and Adoption of New Technologies for Financial Inclusion","Karnali",6,"Humla",66,"Simikot",670,1,0,0,4,0,0,0,3735612.92,939.8,98,940,921,"Completed","2015-07-13","2018-07-12","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Province 5",5,"Rolpa",54,"Rolpa",557,1,0,0,0,0,6904,24437214.6,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Province 5",5,"Pyuthan",55,"Pyuthan",550,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Province 5",5,"Dang",56,"Ghorahi",585,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Karnali",6,"Salyan",53,"Sharada",579,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Karnali",6,"Salyan",53,"Kapurkot",577,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Karnali",6,"Western Rukum",77,"Musikot",568,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Karnali",6,"Salyan",53,"Bagchaur",571,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Karnali",6,"Jajarkot",60,"Bheri",630,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
12,"0-0-001","Vijaya Laghubitta Bittiya Sanstha Ltd",45,"Improvement of Livelihood Situation of Disadvantaged Members through Access to Finance","Province 5",5,"Dang",56,"Gadhawa",584,1,0,0,0,0,0,0,2715246.06666667,767.111111111111,82,767,629,"Completed","2015-02-24","2018-02-23","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Mohanyal",727,1,0,0,1,0,12265,20074547.6,3491225.66956522,2133.04347826087,100,2133,2133,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Chure",718,0,0,0,1,1,0,0,872806.417391304,533.260869565217,100,533,533,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Kailari",725,0,0,0,4,1,0,0,872806.417391304,533.260869565217,100,533,533,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Janaki",723,1,0,0,3,0,0,0,3491225.66956522,2133.04347826087,100,2133,2133,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Dhangadi",719,1,0,0,4,0,0,0,3491225.66956522,2133.04347826087,100,2133,2133,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Lamki Chuha",726,1,0,0,3,0,0,0,3491225.66956522,2133.04347826087,100,2133,2133,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Ghodaghodi",721,1,0,0,5,0,0,0,3491225.66956522,2133.04347826087,100,2133,2133,"Completed","2015-08-12","2018-08-11","Completed"
13,"1-2-048","Kisan Bahuudeshiya Sahakari Sanstha Limited",15,"Kisan Tab Banking for Enlargement of Micro Finance ","Sudurpaschim",7,"Kailali",71,"Godawari",722,0,0,0,7,1,0,0,872806.417391304,533.260869565217,100,533,533,"Completed","2015-08-12","2018-08-11","Completed"
14,"1-1-038","Nepal Women Community Service Centre (NWCSC)",29,"Promoting economic opportunities of rural families by enhancing access to financial services in un/underserved areas of Rapti Zone","Province 5",5,"Pyuthan",55,"Naubahini",549,0,0,0,0,1,9777,20607746.9,1717312.24166667,814.75,98,815,799,"Completed","2015-06-30","2018-06-29","Completed"
14,"1-1-038","Nepal Women Community Service Centre (NWCSC)",29,"Promoting economic opportunities of rural families by enhancing access to financial services in un/underserved areas of Rapti Zone","Province 5",5,"Rolpa",54,"Madi",555,0,0,0,0,1,0,0,1717312.24166667,814.75,98,815,799,"Completed","2015-06-30","2018-06-29","Completed"
14,"1-1-038","Nepal Women Community Service Centre (NWCSC)",29,"Promoting economic opportunities of rural families by enhancing access to financial services in un/underserved areas of Rapti Zone","Province 5",5,"Rolpa",54,"Tribeni",563,1,0,0,0,0,0,0,6869248.96666667,3259,98,3259,3194,"Completed","2015-06-30","2018-06-29","Completed"
14,"1-1-038","Nepal Women Community Service Centre (NWCSC)",29,"Promoting economic opportunities of rural families by enhancing access to financial services in un/underserved areas of Rapti Zone","Karnali",6,"Salyan",53,"Dhorchaur",575,0,0,0,0,1,0,0,1717312.24166667,814.75,98,815,799,"Completed","2015-06-30","2018-06-29","Completed"
14,"1-1-038","Nepal Women Community Service Centre (NWCSC)",29,"Promoting economic opportunities of rural families by enhancing access to financial services in un/underserved areas of Rapti Zone","Karnali",6,"Salyan",53,"Chhatreshwori",573,0,0,0,0,1,0,0,1717312.24166667,814.75,98,815,799,"Completed","2015-06-30","2018-06-29","Completed"
14,"1-1-038","Nepal Women Community Service Centre (NWCSC)",29,"Promoting economic opportunities of rural families by enhancing access to financial services in un/underserved areas of Rapti Zone","Karnali",6,"Salyan",53,"Banagad",572,1,0,0,0,0,0,0,6869248.96666667,3259,98,3259,3194,"Completed","2015-06-30","2018-06-29","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Sudurpaschim",7,"Achham",69,"Sanfebagar",703,0,0,0,0,1,3049,12923121.2,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Arghakhachi",50,"Chhatradevi",539,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Banke",57,"Khajura",594,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Banke",57,"Nepalgunj",597,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Parawanipur",374,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Prasauni",376,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Kolhavi",370,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Pacharauta",373,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Karaiyamai",369,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Kalaiya",368,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Bara",33,"Jitpur Simara",367,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Bardiya",58,"Geruwa",603,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Bardiya",58,"Badhaiyataal",599,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Bardiya",58,"Rajapur",606,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Bardiya",58,"Barbardiya",602,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Bagmati",3,"Chitwan",35,"Bharatpur",395,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Bagmati",3,"Chitwan",35,"Khairahani",398,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Sudurpaschim",7,"Kanchanpur",72,"Bedkot",729,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Dang",56,"Gadhawa",584,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Dang",56,"Ghorahi",585,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Dang",56,"Rapti",588,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Dang",56,"Lamahi",586,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Dang",56,"Shantinagar",589,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Dang",56,"Tulsipur",590,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Bagmati",3,"Dhading",30,"Thakre",331,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Sudurpaschim",7,"Kailali",71,"Gauriganga",720,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Bagmati",3,"Dhading",30,"Dhunebesi",321,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Dhankuta",7,"Chhathar Jorpati",74,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Dhankuta",7,"Dhankuta",75,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Dhankuta",7,"Pakhribas",78,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Dhankuta",7,"Mahalaxmi",77,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Ilam",3,"Fakfokthum ",20,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Ilam",3,"Sandakpur",26,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Ilam",3,"Mai Jogmai",23,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Ilam",3,"Ilam",21,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Ilam",3,"Deumai",19,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Sudurpaschim",7,"Kanchanpur",72,"Beldandi",731,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Sudurpaschim",7,"Kanchanpur",72,"Bhimdatta",732,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Sudurpaschim",7,"Kanchanpur",72,"Punarbas",736,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 5",5,"Gulmi",51,"Chandrakot",482,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Karnali",6,"Jajarkot",60,"Barekot",629,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Dhanusha",17,"Janakpur",185,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Dhanusha",17,"Hansapur",183,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Dhanusha",17,"Mithila Bihari",188,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 2",2,"Dhanusha",17,"Aurahi",176,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Jhapa",4,"Damak",33,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Jhapa",4,"Arjundhara",28,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
15,"1-2-064","Laxmi Bank Limited",17,"Laxmi Grameen Sambriddhi Yojana","Province 1",1,"Jhapa",4,"Birtamode",31,0,0,0,0,1,0,0,97902.4333333333,23.0984848484848,30,23,7,"Completed","2015-08-20","2018-08-19","Completed"
